"","ss","age","probe_type","acc","rt"
"3592",1136,1,"new",1,1075
"3593",1136,1,"new",1,724
"3594",1136,1,"lastpresented",1,906
"3595",1136,1,"new",1,751
"3596",1136,1,"otherpresented",1,873
"3597",1136,1,"lastpresented",1,698
"3598",1136,1,"otherpresented",1,722
"3599",1136,1,"new",1,821
"3600",1136,1,"lastpresented",1,735
"3601",1136,1,"lastpresented",1,610
"3602",1136,1,"new",1,851
"3603",1136,1,"lastpresented",1,746
"3604",1136,1,"otherpresented",1,1160
"3605",1136,1,"otherpresented",1,914
"3606",1136,1,"lastpresented",1,932
"3607",1136,1,"lastpresented",1,512
"3608",1136,1,"new",1,836
"3609",1136,1,"otherpresented",1,774
"3610",1136,1,"new",1,814
"3611",1136,1,"new",1,1065
"3612",1136,1,"lastpresented",1,670
"3613",1136,1,"otherpresented",1,1232
"3614",1136,1,"new",1,945
"3615",1136,1,"otherpresented",1,1427
"3616",1136,1,"otherpresented",1,799
"3617",1136,1,"otherpresented",1,860
"3618",1136,1,"otherpresented",1,751
"3619",1136,1,"new",1,1170
"3620",1136,1,"new",1,619
"3621",1136,1,"otherpresented",1,693
"3622",1136,1,"otherpresented",1,704
"3623",1136,1,"otherpresented",0,532
"3624",1136,1,"otherpresented",1,701
"3625",1136,1,"new",1,691
"3626",1136,1,"lastpresented",1,839
"3627",1136,1,"otherpresented",1,905
"3628",1136,1,"new",0,0
"3629",1136,1,"lastpresented",1,867
"3630",1136,1,"lastpresented",1,726
"3631",1136,1,"lastpresented",1,692
"3632",1136,1,"lastpresented",1,800
"3633",1136,1,"new",1,620
"3634",1136,1,"lastpresented",1,665
"3635",1136,1,"new",1,646
"3636",1136,1,"lastpresented",1,538
"3637",1136,1,"lastpresented",1,565
"3638",1136,1,"new",0,718
"3639",1136,1,"new",1,643
"3640",1136,1,"new",1,754
"3641",1136,1,"otherpresented",1,632
"3642",1136,1,"otherpresented",1,557
"3643",1136,1,"lastpresented",1,642
"3644",1136,1,"new",1,1086
"3645",1136,1,"new",1,628
"3646",1136,1,"new",1,772
"3647",1136,1,"otherpresented",1,495
"3648",1136,1,"otherpresented",1,485
"3649",1136,1,"otherpresented",1,978
"3650",1136,1,"new",1,1026
"3651",1136,1,"otherpresented",0,620
"3652",1136,1,"otherpresented",1,746
"3653",1136,1,"lastpresented",1,463
"3654",1136,1,"lastpresented",1,617
"3655",1136,1,"otherpresented",1,770
"3656",1136,1,"new",1,752
"3657",1136,1,"otherpresented",0,562
"3658",1136,1,"lastpresented",1,512
"3659",1136,1,"otherpresented",1,963
"3660",1136,1,"new",1,623
"3661",1136,1,"new",0,0
"3662",1136,1,"otherpresented",1,917
"3663",1136,1,"new",1,1265
"3664",1136,1,"new",1,735
"3665",1136,1,"lastpresented",1,533
"3666",1136,1,"otherpresented",0,1034
"3667",1136,1,"otherpresented",1,690
"3668",1136,1,"lastpresented",1,658
"3669",1136,1,"otherpresented",1,701
"3670",1136,1,"lastpresented",1,647
"3671",1136,1,"lastpresented",1,912
"3672",1136,1,"otherpresented",1,684
"3673",1136,1,"otherpresented",1,926
"3674",1136,1,"lastpresented",1,711
"3675",1136,1,"lastpresented",1,494
"3676",1137,186,"lastpresented",0,544
"3677",1137,186,"otherpresented",1,772
"3678",1137,186,"new",1,718
"3679",1137,186,"lastpresented",1,569
"3680",1137,186,"lastpresented",1,677
"3681",1137,186,"new",1,656
"3682",1137,186,"lastpresented",1,706
"3683",1137,186,"otherpresented",1,772
"3684",1137,186,"lastpresented",1,467
"3685",1137,186,"new",0,771
"3686",1137,186,"lastpresented",1,593
"3687",1137,186,"otherpresented",1,477
"3688",1137,186,"new",1,541
"3689",1137,186,"otherpresented",1,1407
"3690",1137,186,"lastpresented",1,1617
"3691",1137,186,"lastpresented",1,393
"3692",1137,186,"lastpresented",1,998
"3693",1137,186,"otherpresented",1,795
"3694",1137,186,"new",1,1152
"3695",1137,186,"otherpresented",1,719
"3696",1137,186,"new",1,777
"3697",1137,186,"lastpresented",1,457
"3698",1137,186,"otherpresented",1,469
"3699",1137,186,"lastpresented",1,911
"3700",1137,186,"lastpresented",1,666
"3701",1137,186,"new",1,913
"3702",1137,186,"otherpresented",1,568
"3703",1137,186,"otherpresented",1,679
"3704",1137,186,"otherpresented",1,838
"3705",1137,186,"otherpresented",1,873
"3706",1137,186,"lastpresented",1,1038
"3707",1137,186,"lastpresented",1,624
"3708",1137,186,"otherpresented",1,924
"3709",1137,186,"new",1,1365
"3710",1137,186,"lastpresented",1,1104
"3711",1137,186,"new",0,1459
"3712",1137,186,"otherpresented",1,1423
"3713",1137,186,"new",0,1800
"3714",1137,186,"lastpresented",1,656
"3715",1137,186,"lastpresented",1,847
"3716",1137,186,"new",0,1046
"3717",1137,186,"new",1,883
"3718",1137,186,"otherpresented",1,849
"3719",1137,186,"new",1,1001
"3720",1137,186,"otherpresented",0,863
"3721",1137,186,"new",1,612
"3722",1137,186,"new",1,1087
"3723",1137,186,"lastpresented",1,870
"3724",1137,186,"new",1,903
"3725",1137,186,"lastpresented",1,989
"3726",1137,186,"new",1,522
"3727",1137,186,"lastpresented",1,727
"3728",1137,186,"new",0,945
"3729",1137,186,"otherpresented",0,614
"3730",1137,186,"lastpresented",0,901
"3731",1137,186,"new",1,772
"3732",1137,186,"new",1,682
"3733",1137,186,"otherpresented",0,1027
"3734",1137,186,"new",1,892
"3735",1137,186,"new",0,870
"3736",1137,186,"otherpresented",1,867
"3737",1137,186,"lastpresented",1,927
"3738",1137,186,"otherpresented",0,854
"3739",1137,186,"lastpresented",1,664
"3740",1137,186,"new",1,990
"3741",1137,186,"lastpresented",1,639
"3742",1137,186,"new",1,816
"3743",1137,186,"lastpresented",1,749
"3744",1137,186,"lastpresented",0,844
"3745",1137,186,"new",0,912
"3746",1137,186,"otherpresented",0,774
"3747",1137,186,"lastpresented",1,662
"3748",1137,186,"new",0,1174
"3749",1137,186,"otherpresented",0,1658
"3750",1137,186,"new",1,925
"3751",1137,186,"lastpresented",1,837
"3752",1137,186,"new",1,943
"3753",1137,186,"lastpresented",1,1040
"3754",1137,186,"otherpresented",0,1944
"3755",1137,186,"new",1,855
"3756",1137,186,"otherpresented",0,1473
"3757",1137,186,"otherpresented",0,839
"3758",1137,186,"lastpresented",1,1114
"3759",1137,186,"lastpresented",0,0
"3760",1137,186,"lastpresented",1,378
"3761",1137,186,"otherpresented",0,1296
"3762",1137,186,"otherpresented",0,1005
"3763",1137,186,"new",0,1454
"3764",1137,186,"new",1,1575
"3765",1137,186,"otherpresented",0,0
"3766",1137,186,"new",1,721
"3767",1137,186,"otherpresented",1,1089
"3768",1137,186,"otherpresented",1,1064
"3769",1137,186,"otherpresented",0,758
"3770",1137,186,"lastpresented",1,1019
"3771",1137,186,"otherpresented",0,1445
"3772",1137,186,"new",0,1280
"3773",1137,186,"new",0,793
"3774",1137,186,"new",1,876
"3775",1137,186,"otherpresented",0,1023
"3776",1137,186,"otherpresented",0,781
"3777",1137,186,"otherpresented",0,879
"3778",1137,186,"otherpresented",1,985
"3779",1137,186,"lastpresented",1,929
"3780",1137,186,"lastpresented",0,776
