"","ss","age","probe_type","acc","rt"
"1",1100,14,"new",1,717
"2",1100,14,"new",0,661
"3",1100,14,"otherpresented",1,833
"4",1100,14,"otherpresented",0,629
"5",1100,14,"otherpresented",1,834
"6",1100,14,"new",1,722
"7",1100,14,"otherpresented",1,641
"8",1100,14,"otherpresented",1,635
"9",1100,14,"otherpresented",1,621
"10",1100,14,"lastpresented",1,479
"11",1100,14,"otherpresented",1,724
"12",1100,14,"lastpresented",1,796
"13",1100,14,"new",0,482
"14",1100,14,"new",1,788
"15",1100,14,"new",1,682
"16",1100,14,"lastpresented",1,595
"17",1100,14,"lastpresented",1,527
"18",1100,14,"new",1,880
"19",1100,14,"otherpresented",0,819
"20",1100,14,"lastpresented",1,721
"21",1100,14,"lastpresented",1,835
"22",1100,14,"otherpresented",1,529
"23",1100,14,"otherpresented",1,468
"24",1100,14,"lastpresented",1,490
"25",1100,14,"new",1,587
"26",1100,14,"new",1,1126
"27",1100,14,"otherpresented",1,794
"28",1100,14,"lastpresented",1,644
"29",1100,14,"new",1,657
"30",1100,14,"new",1,1131
"31",1100,14,"otherpresented",1,834
"32",1100,14,"lastpresented",1,478
"33",1100,14,"otherpresented",1,602
"34",1100,14,"lastpresented",1,514
"35",1100,14,"otherpresented",1,691
"36",1100,14,"lastpresented",1,654
"37",1100,14,"new",1,737
"38",1100,14,"new",1,693
"39",1100,14,"lastpresented",1,483
"40",1100,14,"otherpresented",0,1389
"41",1100,14,"new",1,775
"42",1100,14,"otherpresented",0,1114
"43",1100,14,"otherpresented",1,669
"44",1100,14,"lastpresented",1,497
"45",1100,14,"lastpresented",1,642
"46",1100,14,"new",1,666
"47",1100,14,"lastpresented",1,622
"48",1100,14,"otherpresented",1,575
"49",1100,14,"new",1,735
"50",1100,14,"otherpresented",1,894
"51",1100,14,"otherpresented",1,533
"52",1100,14,"otherpresented",1,801
"53",1100,14,"otherpresented",1,721
"54",1100,14,"otherpresented",1,579
"55",1100,14,"new",1,915
"56",1100,14,"new",1,636
"57",1100,14,"lastpresented",1,675
"58",1100,14,"new",1,525
"59",1100,14,"new",1,987
"60",1100,14,"otherpresented",1,906
"61",1100,14,"lastpresented",1,703
"62",1100,14,"new",1,1420
"63",1100,14,"otherpresented",1,761
"64",1100,14,"lastpresented",1,705
"65",1100,14,"otherpresented",1,790
"66",1100,14,"new",1,952
"67",1100,14,"lastpresented",1,629
"68",1100,14,"lastpresented",1,539
"69",1100,14,"new",1,1078
"70",1100,14,"lastpresented",1,497
"71",1100,14,"new",1,1156
"72",1100,14,"new",1,693
"73",1100,14,"otherpresented",0,645
"74",1100,14,"lastpresented",1,548
"75",1100,14,"lastpresented",1,850
"76",1100,14,"new",1,774
"77",1100,14,"lastpresented",1,590
"78",1100,14,"lastpresented",1,626
"79",1100,14,"lastpresented",1,465
"80",1100,14,"otherpresented",1,721
"81",1100,14,"otherpresented",1,640
"82",1100,14,"new",1,778
"83",1100,14,"new",1,953
"84",1100,14,"lastpresented",1,480
"85",1100,14,"new",0,847
"86",1100,14,"lastpresented",1,618
"87",1100,14,"otherpresented",0,1082
"88",1100,14,"otherpresented",1,509
"89",1100,14,"new",1,1037
"90",1100,14,"lastpresented",1,704
"91",1100,14,"otherpresented",1,1035
"92",1100,14,"new",1,862
"93",1100,14,"lastpresented",1,657
"94",1100,14,"new",1,695
"95",1100,14,"lastpresented",1,489
"96",1100,14,"otherpresented",1,820
"97",1100,14,"new",1,764
"98",1100,14,"lastpresented",0,1520
"99",1100,14,"lastpresented",1,439
"100",1100,14,"otherpresented",1,546
"101",1100,14,"lastpresented",1,447
"102",1100,14,"new",1,588
"103",1100,14,"lastpresented",1,588
"104",1100,14,"new",1,1344
"105",1100,14,"otherpresented",1,634
"106",1108,1,"otherpresented",1,914
"107",1108,1,"lastpresented",1,694
"108",1108,1,"otherpresented",1,1413
"109",1108,1,"lastpresented",1,1008
"110",1108,1,"lastpresented",1,647
"111",1108,1,"new",1,677
"112",1108,1,"new",1,696
"113",1108,1,"new",1,546
"114",1108,1,"new",1,649
"115",1108,1,"lastpresented",1,767
"116",1108,1,"new",1,632
"117",1108,1,"otherpresented",1,655
"118",1108,1,"lastpresented",1,826
"119",1108,1,"lastpresented",1,837
"120",1108,1,"new",1,775
"121",1108,1,"new",1,815
"122",1108,1,"otherpresented",1,691
"123",1108,1,"new",1,960
"124",1108,1,"new",1,796
"125",1108,1,"otherpresented",1,831
"126",1108,1,"new",1,670
"127",1108,1,"otherpresented",1,859
"128",1108,1,"new",1,1033
"129",1108,1,"lastpresented",1,1308
"130",1108,1,"otherpresented",1,1085
"131",1108,1,"otherpresented",1,910
"132",1108,1,"new",1,747
"133",1108,1,"lastpresented",1,608
"134",1108,1,"otherpresented",1,975
"135",1108,1,"otherpresented",1,653
"136",1108,1,"lastpresented",1,760
"137",1108,1,"otherpresented",1,480
"138",1108,1,"lastpresented",1,691
"139",1108,1,"otherpresented",1,617
"140",1108,1,"otherpresented",1,527
"141",1108,1,"lastpresented",1,613
"142",1108,1,"lastpresented",1,585
"143",1108,1,"otherpresented",1,1433
"144",1108,1,"new",1,954
"145",1108,1,"otherpresented",1,831
"146",1108,1,"new",1,750
"147",1108,1,"lastpresented",1,968
"148",1108,1,"new",1,1081
"149",1108,1,"lastpresented",1,752
"150",1108,1,"new",1,779
"151",1108,1,"lastpresented",1,1260
"152",1108,1,"new",1,752
"153",1108,1,"otherpresented",1,926
"154",1108,1,"new",1,696
"155",1108,1,"new",1,796
"156",1108,1,"lastpresented",1,651
"157",1108,1,"new",1,883
"158",1108,1,"lastpresented",1,727
"159",1108,1,"otherpresented",1,1041
"160",1108,1,"new",1,1133
"161",1108,1,"otherpresented",1,935
"162",1108,1,"lastpresented",1,794
"163",1108,1,"otherpresented",1,731
"164",1108,1,"lastpresented",1,647
"165",1108,1,"otherpresented",1,640
"166",1108,1,"lastpresented",1,781
"167",1108,1,"new",1,1196
"168",1108,1,"lastpresented",1,705
"169",1108,1,"new",1,972
"170",1108,1,"otherpresented",1,590
"171",1108,1,"lastpresented",1,976
"172",1108,1,"new",1,1093
"173",1108,1,"lastpresented",1,925
"174",1108,1,"new",1,993
"175",1108,1,"lastpresented",1,900
"176",1108,1,"new",1,896
"177",1108,1,"new",1,1115
"178",1108,1,"new",1,1072
"179",1108,1,"otherpresented",1,901
"180",1108,1,"lastpresented",1,843
"181",1108,1,"otherpresented",1,1126
"182",1108,1,"lastpresented",1,895
"183",1108,1,"lastpresented",1,778
"184",1108,1,"lastpresented",1,754
"185",1108,1,"otherpresented",1,928
"186",1108,1,"otherpresented",1,775
"187",1108,1,"new",0,0
"188",1108,1,"otherpresented",0,1336
"189",1108,1,"lastpresented",1,1071
"190",1108,1,"new",1,1016
"191",1108,1,"lastpresented",1,703
"192",1108,1,"lastpresented",1,857
"193",1108,1,"otherpresented",1,737
"194",1108,1,"lastpresented",1,940
"195",1108,1,"otherpresented",1,814
"196",1108,1,"otherpresented",1,1398
"197",1108,1,"new",1,913
"198",1108,1,"lastpresented",1,810
"199",1108,1,"otherpresented",1,818
"200",1108,1,"lastpresented",1,798
"201",1108,1,"lastpresented",1,670
"202",1108,1,"new",1,1189
"203",1108,1,"new",1,1378
"204",1108,1,"otherpresented",1,1364
"205",1108,1,"otherpresented",1,1232
"206",1108,1,"new",1,975
"207",1108,1,"otherpresented",1,895
"208",1108,1,"otherpresented",1,817
"209",1108,1,"new",1,1003
"210",1108,1,"otherpresented",1,999
"211",1116,1,"lastpresented",1,504
"212",1116,1,"new",1,536
"213",1116,1,"new",0,396
"214",1116,1,"lastpresented",1,519
"215",1116,1,"new",1,448
"216",1116,1,"lastpresented",1,517
"217",1116,1,"otherpresented",1,780
"218",1116,1,"new",1,606
"219",1116,1,"otherpresented",1,734
"220",1116,1,"new",1,1036
"221",1116,1,"lastpresented",0,730
"222",1116,1,"new",0,1579
"223",1116,1,"otherpresented",0,796
"224",1116,1,"new",1,586
"225",1116,1,"otherpresented",1,671
"226",1116,1,"otherpresented",0,716
"227",1116,1,"otherpresented",1,1050
"228",1116,1,"lastpresented",1,351
"229",1116,1,"lastpresented",1,404
"230",1116,1,"otherpresented",1,596
"231",1116,1,"new",1,396
"232",1116,1,"new",1,510
"233",1116,1,"new",1,835
"234",1116,1,"otherpresented",1,1171
"235",1116,1,"otherpresented",0,816
"236",1116,1,"new",1,1157
"237",1116,1,"lastpresented",1,641
"238",1116,1,"otherpresented",1,1222
"239",1116,1,"lastpresented",1,955
"240",1116,1,"lastpresented",1,507
"241",1116,1,"new",1,508
"242",1116,1,"lastpresented",1,693
"243",1116,1,"lastpresented",1,526
"244",1116,1,"otherpresented",0,888
"245",1116,1,"new",1,954
"246",1116,1,"lastpresented",1,310
"247",1116,1,"new",1,517
"248",1116,1,"lastpresented",1,285
"249",1116,1,"otherpresented",0,464
"250",1116,1,"new",0,896
"251",1116,1,"lastpresented",1,300
"252",1116,1,"lastpresented",1,297
"253",1116,1,"new",1,1238
"254",1116,1,"otherpresented",0,637
"255",1116,1,"new",0,948
"256",1116,1,"otherpresented",1,911
"257",1116,1,"lastpresented",1,477
"258",1116,1,"otherpresented",1,1079
"259",1116,1,"lastpresented",1,418
"260",1116,1,"new",1,731
"261",1116,1,"otherpresented",0,678
"262",1116,1,"lastpresented",1,727
"263",1116,1,"lastpresented",1,319
"264",1116,1,"otherpresented",1,511
"265",1116,1,"new",1,474
"266",1116,1,"otherpresented",1,969
"267",1116,1,"otherpresented",1,482
"268",1116,1,"otherpresented",0,481
"269",1116,1,"lastpresented",1,300
"270",1116,1,"new",1,1040
"271",1116,1,"new",1,712
"272",1116,1,"otherpresented",1,298
"273",1116,1,"otherpresented",1,816
"274",1116,1,"lastpresented",1,479
"275",1116,1,"new",1,802
"276",1116,1,"new",0,675
"277",1116,1,"otherpresented",1,557
"278",1116,1,"otherpresented",1,868
"279",1116,1,"lastpresented",1,631
"280",1116,1,"otherpresented",1,520
"281",1116,1,"otherpresented",1,529
"282",1116,1,"otherpresented",1,571
"283",1116,1,"new",1,1697
"284",1116,1,"new",0,382
"285",1116,1,"lastpresented",1,462
"286",1116,1,"otherpresented",0,484
"287",1116,1,"new",1,829
"288",1116,1,"new",1,817
"289",1116,1,"lastpresented",1,772
"290",1116,1,"lastpresented",1,829
"291",1116,1,"lastpresented",1,423
"292",1116,1,"new",1,1258
"293",1116,1,"new",1,1091
"294",1116,1,"otherpresented",0,1062
"295",1116,1,"new",1,1588
"296",1116,1,"otherpresented",1,1245
"297",1116,1,"new",1,1251
"298",1116,1,"lastpresented",1,438
"299",1116,1,"otherpresented",1,1296
"300",1116,1,"lastpresented",1,1102
"301",1116,1,"otherpresented",1,744
"302",1116,1,"lastpresented",1,646
"303",1116,1,"otherpresented",0,591
"304",1116,1,"lastpresented",1,851
"305",1116,1,"otherpresented",0,1228
"306",1116,1,"otherpresented",1,936
"307",1116,1,"lastpresented",1,855
"308",1116,1,"new",1,1991
"309",1116,1,"lastpresented",1,513
"310",1116,1,"new",1,817
"311",1116,1,"new",1,678
"312",1116,1,"lastpresented",1,955
"313",1116,1,"lastpresented",1,952
"314",1116,1,"new",1,902
"315",1116,1,"lastpresented",1,788
"316",1121,1,"lastpresented",1,1222
"317",1121,1,"otherpresented",0,992
"318",1121,1,"lastpresented",1,522
"319",1121,1,"lastpresented",1,722
"320",1121,1,"otherpresented",1,654
"321",1121,1,"otherpresented",1,846
"322",1121,1,"lastpresented",1,536
"323",1121,1,"new",1,566
"324",1121,1,"lastpresented",1,557
"325",1121,1,"lastpresented",1,505
"326",1121,1,"otherpresented",1,1251
"327",1121,1,"lastpresented",1,818
"328",1121,1,"lastpresented",1,514
"329",1121,1,"lastpresented",1,708
"330",1121,1,"new",1,639
"331",1121,1,"otherpresented",1,839
"332",1121,1,"new",1,839
"333",1121,1,"lastpresented",1,695
"334",1121,1,"new",1,830
"335",1121,1,"otherpresented",1,810
"336",1121,1,"otherpresented",1,662
"337",1121,1,"new",1,847
"338",1121,1,"otherpresented",1,764
"339",1121,1,"new",1,562
"340",1121,1,"otherpresented",1,732
"341",1121,1,"lastpresented",1,667
"342",1121,1,"new",1,769
"343",1121,1,"otherpresented",1,730
"344",1121,1,"lastpresented",1,646
"345",1121,1,"otherpresented",1,1362
"346",1121,1,"otherpresented",1,683
"347",1121,1,"lastpresented",1,763
"348",1121,1,"lastpresented",1,1990
"349",1121,1,"new",1,970
"350",1121,1,"new",1,1223
"351",1121,1,"otherpresented",1,852
"352",1121,1,"lastpresented",1,790
"353",1121,1,"otherpresented",1,824
"354",1121,1,"otherpresented",1,1675
"355",1121,1,"lastpresented",1,708
"356",1121,1,"new",1,805
"357",1121,1,"lastpresented",1,704
"358",1121,1,"otherpresented",1,679
"359",1121,1,"new",1,862
"360",1121,1,"lastpresented",1,647
"361",1121,1,"new",1,887
"362",1121,1,"otherpresented",1,787
"363",1121,1,"lastpresented",1,668
"364",1121,1,"lastpresented",1,629
"365",1121,1,"otherpresented",1,660
"366",1121,1,"lastpresented",1,573
"367",1121,1,"lastpresented",1,665
"368",1121,1,"new",1,925
"369",1121,1,"otherpresented",1,784
"370",1121,1,"otherpresented",1,623
"371",1121,1,"new",1,826
"372",1121,1,"otherpresented",1,645
"373",1121,1,"new",1,1127
"374",1121,1,"otherpresented",1,759
"375",1121,1,"new",1,831
"376",1121,1,"lastpresented",1,675
"377",1121,1,"otherpresented",1,779
"378",1121,1,"otherpresented",0,766
"379",1121,1,"otherpresented",1,871
"380",1121,1,"lastpresented",1,681
"381",1121,1,"new",1,1335
"382",1121,1,"lastpresented",1,758
"383",1121,1,"otherpresented",1,713
"384",1121,1,"new",1,642
"385",1121,1,"lastpresented",1,663
"386",1121,1,"new",1,872
"387",1121,1,"lastpresented",1,763
"388",1121,1,"otherpresented",1,673
"389",1121,1,"otherpresented",1,1415
"390",1121,1,"new",1,841
"391",1121,1,"otherpresented",1,819
"392",1121,1,"lastpresented",1,866
"393",1121,1,"new",1,939
"394",1121,1,"new",1,864
"395",1121,1,"new",1,882
"396",1121,1,"new",1,1066
"397",1121,1,"otherpresented",1,1236
"398",1121,1,"lastpresented",1,788
"399",1121,1,"otherpresented",1,800
"400",1121,1,"new",1,620
"401",1121,1,"new",1,1622
"402",1121,1,"otherpresented",1,797
"403",1121,1,"new",1,1289
"404",1121,1,"new",1,1296
"405",1121,1,"otherpresented",1,776
"406",1121,1,"lastpresented",1,783
"407",1121,1,"new",1,929
"408",1121,1,"new",1,1521
"409",1121,1,"otherpresented",1,1803
"410",1121,1,"new",1,1037
"411",1121,1,"new",0,0
"412",1121,1,"lastpresented",1,782
"413",1121,1,"otherpresented",1,763
"414",1121,1,"lastpresented",1,662
"415",1121,1,"lastpresented",1,690
"416",1121,1,"lastpresented",1,668
"417",1121,1,"new",1,917
"418",1121,1,"new",1,983
"419",1121,1,"lastpresented",1,727
"420",1121,1,"new",1,912
"421",1101,1,"otherpresented",1,472
"422",1101,1,"otherpresented",0,501
"423",1101,1,"new",1,554
"424",1101,1,"lastpresented",1,447
"425",1101,1,"otherpresented",1,506
"426",1101,1,"lastpresented",1,297
"427",1101,1,"lastpresented",1,336
"428",1101,1,"otherpresented",0,256
"429",1101,1,"new",0,302
"430",1101,1,"otherpresented",0,550
"431",1101,1,"otherpresented",0,483
"432",1101,1,"otherpresented",1,356
"433",1101,1,"new",1,480
"434",1101,1,"lastpresented",1,403
"435",1101,1,"lastpresented",1,465
"436",1101,1,"new",1,623
"437",1101,1,"otherpresented",0,579
"438",1101,1,"new",0,435
"439",1101,1,"lastpresented",1,336
"440",1101,1,"otherpresented",1,391
"441",1101,1,"lastpresented",1,265
"442",1101,1,"otherpresented",1,267
"443",1101,1,"new",0,387
"444",1101,1,"otherpresented",0,271
"445",1101,1,"new",0,367
"446",1101,1,"otherpresented",0,400
"447",1101,1,"lastpresented",0,561
"448",1101,1,"lastpresented",1,526
"449",1101,1,"new",1,561
"450",1101,1,"lastpresented",1,291
"451",1101,1,"otherpresented",1,426
"452",1101,1,"new",1,552
"453",1101,1,"otherpresented",0,474
"454",1101,1,"otherpresented",0,659
"455",1101,1,"new",1,626
"456",1101,1,"lastpresented",1,503
"457",1101,1,"lastpresented",0,505
"458",1101,1,"new",0,774
"459",1101,1,"lastpresented",1,449
"460",1101,1,"new",1,683
"461",1101,1,"new",1,811
"462",1101,1,"otherpresented",0,776
"463",1101,1,"new",1,788
"464",1101,1,"lastpresented",1,401
"465",1101,1,"otherpresented",1,1295
"466",1101,1,"new",0,1544
"467",1101,1,"new",0,0
"468",1101,1,"new",1,807
"469",1101,1,"lastpresented",1,385
"470",1101,1,"otherpresented",0,761
"471",1101,1,"otherpresented",0,706
"472",1101,1,"new",1,639
"473",1101,1,"lastpresented",1,626
"474",1101,1,"new",1,712
"475",1101,1,"otherpresented",1,747
"476",1101,1,"otherpresented",1,443
"477",1101,1,"new",1,1511
"478",1101,1,"lastpresented",1,672
"479",1101,1,"otherpresented",0,801
"480",1101,1,"otherpresented",0,848
"481",1101,1,"otherpresented",1,1263
"482",1101,1,"new",1,1554
"483",1101,1,"lastpresented",1,1026
"484",1101,1,"otherpresented",0,1040
"485",1101,1,"new",1,740
"486",1101,1,"otherpresented",1,827
"487",1101,1,"otherpresented",1,753
"488",1101,1,"new",1,776
"489",1101,1,"new",1,1318
"490",1101,1,"lastpresented",1,1075
"491",1101,1,"otherpresented",0,827
"492",1101,1,"lastpresented",1,1321
"493",1101,1,"lastpresented",1,1014
"494",1101,1,"new",1,1418
"495",1101,1,"new",1,1102
"496",1101,1,"lastpresented",1,714
"497",1101,1,"lastpresented",1,730
"498",1101,1,"otherpresented",1,861
"499",1101,1,"lastpresented",1,640
"500",1101,1,"lastpresented",1,633
"501",1101,1,"lastpresented",1,1239
"502",1101,1,"otherpresented",0,990
"503",1101,1,"lastpresented",1,603
"504",1101,1,"otherpresented",1,356
"505",1101,1,"otherpresented",1,913
"506",1101,1,"new",1,989
"507",1101,1,"lastpresented",1,629
"508",1101,1,"new",1,710
"509",1101,1,"new",1,1276
"510",1101,1,"new",1,854
"511",1101,1,"otherpresented",0,1664
"512",1101,1,"lastpresented",1,1109
"513",1101,1,"otherpresented",0,960
"514",1101,1,"new",1,890
"515",1101,1,"otherpresented",1,1313
"516",1101,1,"new",1,891
"517",1101,1,"new",1,1633
"518",1101,1,"new",1,1163
"519",1101,1,"lastpresented",1,852
"520",1101,1,"lastpresented",0,0
"521",1101,1,"lastpresented",1,497
"522",1101,1,"new",1,890
"523",1101,1,"lastpresented",1,420
"524",1101,1,"lastpresented",1,404
"525",1101,1,"lastpresented",1,422
"526",1102,179,"otherpresented",1,726
"527",1102,179,"new",1,669
"528",1102,179,"otherpresented",1,558
"529",1102,179,"otherpresented",1,458
"530",1102,179,"new",1,239
"531",1102,179,"new",0,208
"532",1102,179,"lastpresented",1,472
"533",1102,179,"otherpresented",1,307
"534",1102,179,"lastpresented",0,347
"535",1102,179,"new",0,0
"536",1102,179,"lastpresented",1,405
"537",1102,179,"otherpresented",1,845
"538",1102,179,"lastpresented",1,661
"539",1102,179,"lastpresented",1,613
"540",1102,179,"new",1,804
"541",1102,179,"lastpresented",1,670
"542",1102,179,"otherpresented",0,667
"543",1102,179,"new",1,1782
"544",1102,179,"new",1,728
"545",1102,179,"new",0,889
"546",1102,179,"lastpresented",1,629
"547",1102,179,"new",1,593
"548",1102,179,"otherpresented",1,511
"549",1102,179,"otherpresented",1,749
"550",1102,179,"lastpresented",1,459
"551",1102,179,"otherpresented",0,725
"552",1102,179,"otherpresented",1,815
"553",1102,179,"lastpresented",1,959
"554",1102,179,"otherpresented",1,997
"555",1102,179,"otherpresented",1,1246
"556",1102,179,"new",0,904
"557",1102,179,"otherpresented",1,1378
"558",1102,179,"otherpresented",1,1083
"559",1102,179,"lastpresented",1,1348
"560",1102,179,"lastpresented",1,1107
"561",1102,179,"otherpresented",1,451
"562",1102,179,"new",1,630
"563",1102,179,"lastpresented",1,1084
"564",1102,179,"new",1,773
"565",1102,179,"new",0,692
"566",1102,179,"otherpresented",0,764
"567",1102,179,"lastpresented",1,313
"568",1102,179,"otherpresented",1,529
"569",1102,179,"new",1,595
"570",1102,179,"new",1,931
"571",1102,179,"lastpresented",0,788
"572",1102,179,"otherpresented",0,190
"573",1102,179,"new",0,316
"574",1102,179,"lastpresented",1,349
"575",1102,179,"otherpresented",1,856
"576",1102,179,"otherpresented",0,775
"577",1102,179,"new",1,748
"578",1102,179,"otherpresented",1,759
"579",1102,179,"otherpresented",0,435
"580",1102,179,"otherpresented",1,755
"581",1102,179,"new",1,536
"582",1102,179,"lastpresented",1,474
"583",1102,179,"lastpresented",0,330
"584",1102,179,"new",1,539
"585",1102,179,"new",1,537
"586",1102,179,"new",1,863
"587",1102,179,"lastpresented",1,427
"588",1102,179,"lastpresented",1,529
"589",1102,179,"lastpresented",1,669
"590",1102,179,"otherpresented",0,475
"591",1102,179,"lastpresented",1,447
"592",1102,179,"new",1,595
"593",1102,179,"new",0,656
"594",1102,179,"lastpresented",0,632
"595",1102,179,"new",1,469
"596",1102,179,"otherpresented",1,1064
"597",1102,179,"lastpresented",1,550
"598",1102,179,"otherpresented",1,791
"599",1102,179,"otherpresented",1,581
"600",1102,179,"otherpresented",1,696
"601",1102,179,"otherpresented",1,548
"602",1102,179,"otherpresented",1,614
"603",1102,179,"new",1,763
"604",1102,179,"otherpresented",0,0
"605",1102,179,"new",0,1760
"606",1102,179,"lastpresented",1,21
"607",1102,179,"otherpresented",1,498
"608",1102,179,"new",1,592
"609",1102,179,"otherpresented",1,525
"610",1102,179,"new",1,853
"611",1102,179,"lastpresented",1,746
"612",1102,179,"otherpresented",0,536
"613",1102,179,"lastpresented",1,504
"614",1102,179,"lastpresented",1,423
"615",1102,179,"lastpresented",1,512
"616",1102,179,"lastpresented",0,632
"617",1102,179,"new",1,538
"618",1102,179,"lastpresented",1,540
"619",1102,179,"new",1,293
"620",1102,179,"new",1,769
"621",1102,179,"otherpresented",1,475
"622",1102,179,"lastpresented",1,420
"623",1102,179,"lastpresented",1,450
"624",1102,179,"new",1,486
"625",1102,179,"new",1,684
"626",1102,179,"new",1,649
"627",1102,179,"lastpresented",1,1091
"628",1102,179,"lastpresented",1,459
"629",1102,179,"lastpresented",1,775
"630",1102,179,"new",0,258
"631",1103,185,"otherpresented",1,838
"632",1103,185,"new",1,998
"633",1103,185,"new",1,1014
"634",1103,185,"otherpresented",0,1626
"635",1103,185,"otherpresented",1,957
"636",1103,185,"new",1,879
"637",1103,185,"lastpresented",1,871
"638",1103,185,"lastpresented",1,865
"639",1103,185,"otherpresented",1,723
"640",1103,185,"otherpresented",1,1279
"641",1103,185,"new",1,1411
"642",1103,185,"lastpresented",1,827
"643",1103,185,"new",1,811
"644",1103,185,"new",1,1025
"645",1103,185,"lastpresented",1,924
"646",1103,185,"otherpresented",1,1178
"647",1103,185,"otherpresented",1,1619
"648",1103,185,"new",1,895
"649",1103,185,"new",0,851
"650",1103,185,"lastpresented",1,720
"651",1103,185,"new",1,1194
"652",1103,185,"lastpresented",1,725
"653",1103,185,"lastpresented",1,837
"654",1103,185,"new",1,975
"655",1103,185,"lastpresented",1,697
"656",1103,185,"new",1,1133
"657",1103,185,"lastpresented",1,597
"658",1103,185,"new",1,925
"659",1103,185,"otherpresented",1,1365
"660",1103,185,"lastpresented",1,766
"661",1103,185,"lastpresented",1,800
"662",1103,185,"otherpresented",0,1059
"663",1103,185,"new",1,1147
"664",1103,185,"otherpresented",1,1019
"665",1103,185,"new",1,896
"666",1103,185,"new",0,0
"667",1103,185,"lastpresented",1,953
"668",1103,185,"lastpresented",1,750
"669",1103,185,"otherpresented",1,732
"670",1103,185,"lastpresented",1,864
"671",1103,185,"lastpresented",1,746
"672",1103,185,"new",0,0
"673",1103,185,"otherpresented",1,1072
"674",1103,185,"lastpresented",1,1013
"675",1103,185,"new",1,1172
"676",1103,185,"new",1,1063
"677",1103,185,"new",1,1106
"678",1103,185,"new",0,979
"679",1103,185,"lastpresented",1,890
"680",1103,185,"new",1,1181
"681",1103,185,"otherpresented",1,1276
"682",1103,185,"otherpresented",1,1224
"683",1103,185,"otherpresented",1,1191
"684",1103,185,"lastpresented",1,890
"685",1103,185,"new",1,1764
"686",1103,185,"lastpresented",1,981
"687",1103,185,"lastpresented",1,1241
"688",1103,185,"lastpresented",1,1053
"689",1103,185,"new",1,1266
"690",1103,185,"otherpresented",1,1016
"691",1103,185,"new",1,948
"692",1103,185,"lastpresented",1,842
"693",1103,185,"otherpresented",1,850
"694",1103,185,"otherpresented",1,1023
"695",1103,185,"otherpresented",1,724
"696",1103,185,"otherpresented",1,790
"697",1103,185,"lastpresented",1,779
"698",1103,185,"new",1,1032
"699",1103,185,"otherpresented",1,988
"700",1103,185,"new",1,1253
"701",1103,185,"otherpresented",1,1095
"702",1103,185,"lastpresented",1,812
"703",1103,185,"otherpresented",1,1095
"704",1103,185,"otherpresented",1,1044
"705",1103,185,"lastpresented",1,970
"706",1103,185,"otherpresented",1,1746
"707",1103,185,"otherpresented",1,962
"708",1103,185,"lastpresented",1,1031
"709",1103,185,"new",0,1733
"710",1103,185,"new",1,1277
"711",1103,185,"new",1,1281
"712",1103,185,"otherpresented",1,1290
"713",1103,185,"new",1,1525
"714",1103,185,"new",1,1314
"715",1103,185,"otherpresented",1,1194
"716",1103,185,"otherpresented",1,1040
"717",1103,185,"lastpresented",1,926
"718",1103,185,"lastpresented",1,855
"719",1103,185,"lastpresented",1,907
"720",1103,185,"new",0,932
"721",1103,185,"lastpresented",1,852
"722",1103,185,"lastpresented",1,925
"723",1103,185,"otherpresented",1,1142
"724",1103,185,"lastpresented",1,798
"725",1103,185,"lastpresented",1,591
"726",1103,185,"lastpresented",1,658
"727",1103,185,"otherpresented",1,866
"728",1103,185,"new",1,884
"729",1103,185,"otherpresented",1,765
"730",1103,185,"new",1,1562
"731",1103,185,"otherpresented",1,802
"732",1103,185,"new",1,1159
"733",1103,185,"lastpresented",1,729
"734",1103,185,"otherpresented",1,709
"735",1103,185,"otherpresented",0,0
"736",1104,0,"lastpresented",1,884
"737",1104,0,"otherpresented",1,998
"738",1104,0,"new",1,953
"739",1104,0,"lastpresented",1,996
"740",1104,0,"lastpresented",1,666
"741",1104,0,"new",1,862
"742",1104,0,"otherpresented",1,925
"743",1104,0,"lastpresented",1,769
"744",1104,0,"new",1,750
"745",1104,0,"lastpresented",1,904
"746",1104,0,"new",1,821
"747",1104,0,"lastpresented",1,885
"748",1104,0,"new",1,1070
"749",1104,0,"new",1,636
"750",1104,0,"lastpresented",1,864
"751",1104,0,"lastpresented",1,494
"752",1104,0,"new",1,942
"753",1104,0,"otherpresented",1,957
"754",1104,0,"new",1,889
"755",1104,0,"new",1,1195
"756",1104,0,"new",1,1260
"757",1104,0,"otherpresented",1,961
"758",1104,0,"new",1,918
"759",1104,0,"lastpresented",0,0
"760",1104,0,"new",1,1141
"761",1104,0,"otherpresented",1,1176
"762",1104,0,"lastpresented",1,827
"763",1104,0,"otherpresented",1,1756
"764",1104,0,"new",0,0
"765",1104,0,"otherpresented",1,1295
"766",1104,0,"otherpresented",1,709
"767",1104,0,"otherpresented",1,971
"768",1104,0,"otherpresented",1,765
"769",1104,0,"new",1,853
"770",1104,0,"otherpresented",1,644
"771",1104,0,"lastpresented",1,1392
"772",1104,0,"otherpresented",1,1364
"773",1104,0,"otherpresented",1,992
"774",1104,0,"lastpresented",1,987
"775",1104,0,"lastpresented",1,945
"776",1104,0,"new",1,1103
"777",1104,0,"otherpresented",1,974
"778",1104,0,"new",1,726
"779",1104,0,"lastpresented",1,846
"780",1104,0,"otherpresented",1,974
"781",1104,0,"lastpresented",1,892
"782",1104,0,"lastpresented",1,776
